t	angle
1.03E+02	0.803102
1.03E+02	0.794385
1.03E+02	0.785059
1.03E+02	0.779441
1.03E+02	0.76421
1.03E+02	0.747981
1.03E+02	0.731671
1.03E+02	0.718937
1.03E+02	0.698706
1.03E+02	0.676904
1.04E+02	0.658129
1.04E+02	0.633752
1.04E+02	0.601611
1.04E+02	0.574376
1.04E+02	0.555646
1.04E+02	0.52287
1.04E+02	0.496047
1.04E+02	0.466324
1.04E+02	0.435785
1.04E+02	0.405517
1.04E+02	0.374335
1.04E+02	0.35065
1.04E+02	0.336
1.04E+02	0.293096
1.04E+02	0.270663
1.04E+02	0.248058
1.04E+02	0.227151
1.04E+02	0.210144
1.04E+02	0.19515
1.04E+02	0.172146
1.04E+02	0.164585
1.04E+02	0.156479
1.04E+02	0.138428
1.04E+02	0.137706
1.04E+02	0.133282
1.04E+02	0.133144
1.04E+02	0.132132
1.04E+02	0.135316
1.04E+02	0.141278
1.04E+02	0.14717
1.04E+02	0.156732
1.04E+02	0.168298
1.04E+02	0.187308
1.04E+02	0.200788
1.04E+02	0.22049
1.04E+02	0.237176
1.04E+02	0.262389
1.04E+02	0.284177
1.04E+02	0.30803
1.04E+02	0.342485
1.04E+02	0.363212
1.04E+02	0.38626
1.04E+02	0.417238
1.04E+02	0.445141
1.04E+02	0.471455
1.04E+02	0.497541
1.04E+02	0.531907
1.04E+02	0.556944
1.04E+02	0.582244
1.04E+02	0.609766
1.04E+02	0.634595
1.04E+02	0.653024
1.04E+02	0.676177
1.04E+02	0.700214
1.04E+02	0.713968
1.04E+02	0.732974
1.04E+02	0.753853
1.04E+02	0.765862
1.04E+02	0.781305
1.04E+02	0.788509
1.05E+02	0.797337
1.05E+02	0.806796
1.05E+02	0.810971
1.05E+02	0.817209
1.05E+02	0.820599
1.05E+02	0.823174
1.05E+02	0.824038
1.05E+02	0.82379
1.05E+02	0.822978
1.05E+02	0.819572
1.05E+02	0.814647
1.05E+02	0.809212
1.05E+02	0.803503
1.05E+02	0.795386
1.05E+02	0.786108
1.05E+02	0.775964
1.05E+02	0.761986
1.05E+02	0.74894
1.05E+02	0.737447
1.05E+02	0.717225
1.05E+02	0.698994
1.05E+02	0.679612
1.05E+02	0.657868
1.05E+02	0.637682
1.05E+02	0.613697
1.05E+02	0.592047
1.05E+02	0.565738
1.05E+02	0.543158
1.05E+02	0.507126
1.05E+02	0.476742
1.05E+02	0.448688
1.05E+02	0.422944
1.05E+02	0.394028
1.05E+02	0.369748
1.05E+02	0.339398
1.05E+02	0.312532
1.05E+02	0.287357
1.05E+02	0.267445
1.05E+02	0.245528
1.05E+02	0.218978
1.05E+02	0.200814
1.05E+02	0.187725
1.05E+02	0.17684
1.05E+02	0.171297
1.05E+02	0.156621
1.05E+02	0.151378
1.05E+02	0.136401
1.05E+02	0.13645
1.05E+02	0.136527
1.05E+02	0.138156
1.05E+02	0.144216
1.05E+02	0.155195
1.05E+02	0.15675
1.05E+02	0.169263
1.05E+02	0.181679
1.05E+02	0.204526
1.05E+02	0.216031
1.05E+02	0.234821
1.05E+02	0.258207
1.05E+02	0.281519
1.06E+02	0.303686
1.06E+02	0.326084
1.06E+02	0.346038
1.06E+02	0.378191
1.06E+02	0.402513
1.06E+02	0.432634
1.06E+02	0.459133
1.06E+02	0.489508
1.06E+02	0.515313
1.06E+02	0.546087
1.06E+02	0.571062
1.06E+02	0.597316
1.06E+02	0.623463
1.06E+02	0.642313
1.06E+02	0.669304
1.06E+02	0.689776
1.06E+02	0.708775
1.06E+02	0.730717
1.06E+02	0.743176
1.06E+02	0.755458
1.06E+02	0.76849
1.06E+02	0.782902
1.06E+02	0.792174
1.06E+02	0.798238
1.06E+02	0.807134
1.06E+02	0.811177
1.06E+02	0.813539
1.06E+02	0.819652
1.06E+02	0.820839
1.06E+02	0.821623
1.06E+02	0.818867
1.06E+02	0.815763
1.06E+02	0.813358
1.06E+02	0.80846
1.06E+02	0.802679
1.06E+02	0.796294
1.06E+02	0.79011
1.06E+02	0.780797
1.06E+02	0.772765
1.06E+02	0.759864
1.06E+02	0.747287
1.06E+02	0.732013
1.06E+02	0.7109
1.06E+02	0.693136
1.06E+02	0.674433
1.06E+02	0.655406
1.06E+02	0.633022
1.06E+02	0.603082
1.06E+02	0.581031
1.06E+02	0.557393
1.06E+02	0.527222
1.06E+02	0.494512
1.06E+02	0.472472
1.06E+02	0.448296
1.06E+02	0.413817
1.06E+02	0.389722
1.06E+02	0.357245
1.06E+02	0.337998
1.06E+02	0.314235
1.06E+02	0.282315
1.07E+02	0.263288
1.07E+02	0.242684
1.07E+02	0.226533
1.07E+02	0.208138
1.07E+02	0.189113
1.07E+02	0.176459
1.07E+02	0.168984
1.07E+02	0.154121
1.07E+02	0.156838
1.07E+02	0.148111
1.07E+02	0.148638
1.07E+02	0.147667
1.07E+02	0.151503
1.07E+02	0.160063
1.07E+02	0.16671
1.07E+02	0.172988
1.07E+02	0.188423
1.07E+02	0.199822
1.07E+02	0.222188
1.07E+02	0.238089
1.07E+02	0.255214
1.07E+02	0.273204
1.07E+02	0.300432
1.07E+02	0.322574
1.07E+02	0.343587
1.07E+02	0.375859
1.07E+02	0.40489
1.07E+02	0.430383
1.07E+02	0.453334
1.07E+02	0.480923
1.07E+02	0.507669
1.07E+02	0.535958
1.07E+02	0.560237
1.07E+02	0.583186
1.07E+02	0.610796
1.07E+02	0.63603
1.07E+02	0.658179
1.07E+02	0.689375
1.07E+02	0.7019
1.07E+02	0.714135
1.07E+02	0.735837
1.07E+02	0.75446
1.07E+02	0.766898
1.07E+02	0.776644
1.07E+02	0.788908
1.07E+02	0.79354
1.07E+02	0.799494
1.07E+02	0.805899
1.07E+02	0.810147
1.07E+02	0.811812
1.07E+02	0.815518
1.07E+02	0.816319
1.07E+02	0.816024
1.07E+02	0.815238
1.07E+02	0.811616
1.07E+02	0.808459
1.07E+02	0.802781
1.07E+02	0.795706
1.07E+02	0.790152
1.07E+02	0.781043
1.08E+02	0.771173
1.08E+02	0.759946
1.08E+02	0.743436
1.08E+02	0.732672
1.08E+02	0.715932
1.08E+02	0.696688
1.08E+02	0.679617
1.08E+02	0.658993
1.08E+02	0.636601
1.08E+02	0.61563
1.08E+02	0.589605
1.08E+02	0.555092
1.08E+02	0.536879
1.08E+02	0.511481
1.08E+02	0.478284
1.08E+02	0.456092
1.08E+02	0.426295
1.08E+02	0.406465
1.08E+02	0.375344
1.08E+02	0.342781
1.08E+02	0.320855
1.08E+02	0.289765
1.08E+02	0.268918
1.08E+02	0.251968
1.08E+02	0.223449
1.08E+02	0.217629
1.08E+02	0.19125
1.08E+02	0.182516
1.08E+02	0.173279
1.08E+02	0.157724
1.08E+02	0.154806
1.08E+02	0.146983
1.08E+02	0.143544
1.08E+02	0.147543
1.08E+02	0.150397
1.08E+02	0.155375
1.08E+02	0.158989
1.08E+02	0.169024
1.08E+02	0.182753
1.08E+02	0.19351
1.08E+02	0.212413
1.08E+02	0.226978
1.08E+02	0.244168
1.08E+02	0.268305
1.08E+02	0.285947
1.08E+02	0.310407
1.08E+02	0.330589
1.08E+02	0.359656
1.08E+02	0.383945
1.08E+02	0.411056
1.08E+02	0.438328
1.08E+02	0.46948
1.08E+02	0.495086
1.08E+02	0.522885
1.08E+02	0.546977
1.08E+02	0.57058
1.08E+02	0.598094
1.08E+02	0.618551
1.08E+02	0.638808
1.08E+02	0.663727
1.09E+02	0.682542
1.09E+02	0.701523
1.09E+02	0.716307
1.09E+02	0.735121
1.09E+02	0.747946
1.09E+02	0.761788
1.09E+02	0.77246
1.09E+02	0.783215
1.09E+02	0.792395
1.09E+02	0.796622
1.09E+02	0.802521
1.09E+02	0.809638
1.09E+02	0.809434
1.09E+02	0.810876
1.09E+02	0.814146
1.09E+02	0.811851
1.09E+02	0.810307
1.09E+02	0.80628
1.09E+02	0.800774
1.09E+02	0.794207
1.09E+02	0.787437
1.09E+02	0.780363
1.09E+02	0.773514
1.09E+02	0.759338
1.09E+02	0.74937
1.09E+02	0.736254
1.09E+02	0.719819
1.09E+02	0.704309
1.09E+02	0.685932
1.09E+02	0.667572
1.09E+02	0.645039
1.09E+02	0.617381
1.09E+02	0.601078
1.09E+02	0.580139
1.09E+02	0.544616
1.09E+02	0.525022
1.09E+02	0.492738
1.09E+02	0.467523
1.09E+02	0.437426
1.09E+02	0.408155
1.09E+02	0.378518
1.09E+02	0.3556
1.09E+02	0.331373
1.09E+02	0.303851
1.09E+02	0.287779
1.09E+02	0.267579
1.09E+02	0.251519
1.09E+02	0.224618
1.09E+02	0.209874
1.09E+02	0.196463
1.09E+02	0.191837
1.09E+02	0.176386
1.09E+02	0.170099
1.09E+02	0.162223
1.09E+02	0.163818
1.09E+02	0.161008
1.09E+02	0.160595
1.09E+02	0.164192
1.09E+02	0.16941
1.09E+02	0.178408
1.10E+02	0.184137
1.10E+02	0.198662
1.10E+02	0.217671
1.10E+02	0.229895
1.10E+02	0.248568
1.10E+02	0.260218
1.10E+02	0.285693
1.10E+02	0.307304
1.10E+02	0.329351
1.10E+02	0.357259
1.10E+02	0.377017
1.10E+02	0.406182
1.10E+02	0.428894
1.10E+02	0.456357
1.10E+02	0.483939
1.10E+02	0.510553
1.10E+02	0.534348
1.10E+02	0.558908
1.10E+02	0.582516
1.10E+02	0.610876
1.10E+02	0.634553
1.10E+02	0.651864
1.10E+02	0.671508
1.10E+02	0.699113
1.10E+02	0.715055
1.10E+02	0.732646
1.10E+02	0.741348
1.10E+02	0.759828
1.10E+02	0.770136
1.10E+02	0.776797
1.10E+02	0.787079
1.10E+02	0.79683
1.10E+02	0.79822
1.10E+02	0.804416
1.10E+02	0.806982
1.10E+02	0.808391
1.10E+02	0.809167
1.10E+02	0.809628
1.10E+02	0.809401
1.10E+02	0.804889
1.10E+02	0.79911
1.10E+02	0.796736
1.10E+02	0.788582
1.10E+02	0.781021
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
